,c,N_c,b_c,s_c,i_c,d_c,g_c,q,N_q,b_q,s_q,i_q,d_q,g_q,N_gamma,B_prime,b_gamma,s_gamma,i_gamma,d_gamma,g_gamma
0,0,30.14,1.0,1.53,1.0,1.3,1.0,13.04,18.4,1.0,1.5,1,1.22,1.0,20.09,2.0,1.0,0.7,1,1,1.0
