,0
0,138.56986730759436
1,78.47518258804828
2,148.20605129177227
3,138.5123079259555
4,137.22789593688015
5,129.2060769875851
6,116.19308805450214
7,154.2301958994811
8,126.29422334872666
9,123.02387273131504
10,154.39510191980497
11,146.4639244214175
12,106.76152345347316
13,145.14721123600842
14,113.71806369740162
15,170.6344307594581
16,179.50754687347865
17,143.51314928121275
18,178.4345560716676
19,96.56858932105507
20,144.44316769956043
21,93.05078512416827
22,137.89502241296952
23,100.13693439598981
24,105.58472119576845
25,152.25419541867612
26,118.65608370478716
27,102.11305225024344
28,118.01192585017773
29,130.9988937475912
30,141.27593660545048
31,115.84665612874949
32,156.1167057220911
33,142.5694223638431
34,144.44237610702206
35,134.3137062377253
36,171.60392228400843
37,150.80417051957738
38,110.80365619547342
39,161.74525970291194
40,204.86662328624612
41,144.0007062962493
42,185.24811709124822
43,130.2482714904288
44,149.69893736028115
45,137.84552287783808
46,138.6342423224988
47,169.63303165192406
48,147.0116083491481
49,200.69266410430288
50,147.7420882764025
51,97.11934531244046
52,132.489551548005
53,179.0509675056337
54,136.00846472803136
55,79.1746775081283
56,120.96943909602689
57,93.53755950399622
58,228.36910491492813
59,207.67249751729304
60,172.39374629207748
61,152.6963968723681
62,168.34314238007317
63,111.74132997507027
64,125.64785242287371
65,146.03424483022832
66,131.61536163113294
67,87.10504091466925
68,215.56954714040563
69,139.0280740325947
70,144.33793627078416
71,128.57150677335272
72,122.29273414748525
73,134.3134627482524
74,176.42499583469044
75,165.3438548012369
76,133.63540392601342
77,68.99410639611034
78,172.05146671896728
79,123.2858719829371
80,151.03544405462378
81,78.26399770080894
82,158.1027872877855
83,134.36922387650696
84,143.752811692944
85,136.75641725132934
86,131.09399256703313
87,148.31806215806515
88,208.88617284731959
89,103.15912565853378
90,127.60040245439981
91,85.69242439619373
92,165.5147453251675
93,157.67153132121922
94,117.3622091248389
95,136.91605708883762
96,156.426782082089
97,158.03636419226584
98,111.9081154048908
99,183.87676294048782
100,169.79679438179983
101,106.66403611644677
102,181.7872903435183
103,166.60086685232477
104,172.19274597900943
105,147.66875172050985
106,118.07235237066516
107,191.00402845949804
